id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
19147; Craig; Dawson; 39; 2023; 34.0; 188.0; 82.0; England; 25.0; 2211.0; Defender; 7.144; 13.0; 5.0; 1.0; 1272.0; 44.0; 9.0; 1.0; 177.0; 111.0; 30.0; 16.0; 3.0; 3.0; 15.0; 20.0; 7.0; 0.0; false
135334; Santiago Ignacio; Bueno Sciutto; 39; 2023; 26.0; 190.0; 76.0; Uruguay; 8.0; 582.0; Defender; 6.625; 0.0; 0.0; 0.0; 349.0; 43.0; 1.0; 0.0; 58.0; 27.0; 11.0; 6.0; 1.0; 1.0; 4.0; 9.0; 1.0; 0.0; false
21138; Rayan; Aït-Nouri; 39; 2023; 23.0; 180.0; 70.0; Algeria; 27.0; 1926.0; Defender; 6.911111; 15.0; 6.0; 2.0; 856.0; 27.0; 21.0; 1.0; 312.0; 172.0; 54.0; 12.0; 90.0; 55.0; 45.0; 24.0; 6.0; 0.0; false
18742; Matthew James; Doherty; 39; 2023; 32.0; 185.0; 80.0; Republic of Ireland; 25.0; 820.0; Defender; 6.686363; 6.0; 2.0; 1.0; 392.0; 13.0; 10.0; 0.0; 108.0; 60.0; 22.0; 5.0; 11.0; 4.0; 6.0; 12.0; 1.0; 0.0; false
1590; José Pedro; Malheiro de Sá; 39; 2023; 31.0; 192.0; 84.0; Portugal; 30.0; 2589.0; Goalkeeper; 7.013333; 0.0; 0.0; 0.0; 703.0; 13.0; 1.0; 1.0; 21.0; 19.0; 0.0; 0.0; 3.0; 3.0; 6.0; 0.0; 1.0; 0.0; false
19341; Daniel Ian; Bentley; 39; 2023; 31.0; 188.0; 73.0; England; 4.0; 291.0; Goalkeeper; 6.775; 0.0; 0.0; 0.0; 90.0; 14.0; 0.0; 0.0; 2.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
18740; Jonathan; Castro Otto; 39; 2023; 30.0; 175.0; 70.0; Spain; 1.0; 4.0; Defender; 6.7; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
129791; Fábio Daniel; Soares Silva; 39; 2023; 22.0; 185.0; 75.0; Portugal; 8.0; 261.0; Attacker; 6.325; 6.0; 3.0; 0.0; 75.0; 8.0; 4.0; 0.0; 38.0; 15.0; 7.0; 2.0; 7.0; 2.0; 4.0; 8.0; 2.0; 0.0; false
284475; Luke Bernard; Harris; 36; 2023; 19.0; 177.0; 0.0; Wales; 1.0; 74.0; Midfielder; 5.9; 1.0; 1.0; 0.0; 14.0; 11.0; 0.0; 0.0; 8.0; 3.0; 1.0; 0.0; 2.0; 0.0; 2.0; 2.0; 0.0; 0.0; false
19145; Abdul-Nasir Oluwatosin; Oluwadoyinsolami Adarabioyo; 36; 2023; 27.0; 196.0; 80.0; England; 19.0; 1526.0; Defender; 7.055555; 12.0; 5.0; 2.0; 1148.0; 57.0; 1.0; 0.0; 126.0; 79.0; 20.0; 23.0; 1.0; 1.0; 5.0; 10.0; 1.0; 0.0; false
152967; Calvin Chinedu; Bassey; 36; 2023; 25.0; 185.0; 76.0; Nigeria; 24.0; 1850.0; Defender; 6.83913; 4.0; 2.0; 1.0; 1373.0; 49.0; 1.0; 0.0; 130.0; 85.0; 40.0; 25.0; 11.0; 9.0; 9.0; 12.0; 4.0; 0.0; false
657; Kenny Joelle; Tete; 36; 2023; 29.0; 180.0; 71.0; Netherlands; 13.0; 778.0; Defender; 6.8; 4.0; 1.0; 1.0; 375.0; 23.0; 3.0; 0.0; 80.0; 44.0; 22.0; 16.0; 18.0; 9.0; 8.0; 13.0; 2.0; 0.0; false
1438; Bernd; Leno; 36; 2023; 32.0; 189.0; 82.0; Germany; 33.0; 2970.0; Goalkeeper; 7.084848; 0.0; 0.0; 0.0; 1199.0; 28.0; 0.0; 0.0; 12.0; 11.0; 0.0; 0.0; 0.0; 0.0; 3.0; 0.0; 3.0; 0.0; false
18814; Issa Laye Lucas Jean; Diop; 36; 2023; 27.0; 194.0; 92.0; France; 15.0; 1156.0; Defender; 6.833333; 3.0; 1.0; 0.0; 904.0; 53.0; 0.0; 0.0; 84.0; 47.0; 23.0; 12.0; 1.0; 1.0; 4.0; 12.0; 2.0; 0.0; false
105; Fodé; Ballo-Touré; 36; 2023; 27.0; 182.0; 70.0; Senegal; 5.0; 54.0; Defender; 6.6; 0.0; 0.0; 0.0; 49.0; 7.0; 0.0; 0.0; 13.0; 8.0; 3.0; 3.0; 5.0; 3.0; 2.0; 2.0; 1.0; 0.0; false
19023; Timothy Michael; Ream; 36; 2023; 37.0; 183.0; 80.0; USA; 17.0; 1414.0; Defender; 6.77647; 1.0; 1.0; 1.0; 1007.0; 52.0; 0.0; 0.0; 89.0; 51.0; 18.0; 25.0; 6.0; 5.0; 4.0; 8.0; 3.0; 0.0; false
2920; Timothy; Castagne; 36; 2023; 29.0; 185.0; 80.0; Belgium; 29.0; 2272.0; Defender; 6.817241; 8.0; 4.0; 0.0; 1168.0; 32.0; 16.0; 2.0; 178.0; 97.0; 42.0; 36.0; 24.0; 16.0; 10.0; 19.0; 2.0; 0.0; false
195106; Rodrigo; Muniz Carvalho; 36; 2023; 23.0; 178.0; 67.0; Brazil; 21.0; 1290.0; Attacker; 7.180952; 48.0; 22.0; 8.0; 187.0; 5.0; 17.0; 1.0; 252.0; 98.0; 4.0; 4.0; 18.0; 5.0; 24.0; 23.0; 1.0; 0.0; false
1455; Alexander Chuka; Iwobi; 36; 2023; 28.0; 180.0; 75.0; Nigeria; 25.0; 1757.0; Attacker; 7.0; 3.0; 2.0; 5.0; 30.0; 11.0; 4.0; 0.0; 8.0; 5.0; 2.0; 1.0; 4.0; 3.0; 0.0; 0.0; 2.0; 0.0; false
2294; Willian; Borges da Silva; 36; 2023; 36.0; 175.0; 77.0; Brazil; 28.0; 1929.0; Attacker; 7.2; 28.0; 18.0; 4.0; 1002.0; 30.0; 45.0; 2.0; 162.0; 78.0; 15.0; 9.0; 47.0; 25.0; 30.0; 9.0; 1.0; 0.0; false
18753; Adama; Traoré Diarra; 36; 2023; 28.0; 178.0; 86.0; Spain; 13.0; 208.0; Attacker; 6.7; 8.0; 5.0; 1.0; 73.0; 5.0; 4.0; 2.0; 42.0; 20.0; 4.0; 1.0; 14.0; 9.0; 2.0; 3.0; 1.0; 0.0; false
19004; Bobby Armani; De Cordova-Reid; 36; 2023; 31.0; 170.0; 68.0; Jamaica; 28.0; 1213.0; Attacker; 6.788888; 20.0; 8.0; 6.0; 395.0; 11.0; 15.0; 2.0; 116.0; 55.0; 18.0; 3.0; 17.0; 7.0; 19.0; 14.0; 4.0; 0.0; false
2887; Raúl Alonso; Jiménez Rodríguez; 36; 2023; 33.0; 190.0; 76.0; Mexico; 22.0; 1287.0; Attacker; 6.75909; 27.0; 15.0; 5.0; 331.0; 10.0; 10.0; 0.0; 212.0; 85.0; 16.0; 3.0; 20.0; 8.0; 19.0; 16.0; 3.0; 1.0; false
41104; João Maria; Lobo Alves Palhares Costa Palh; 36; 2023; 29.0; 190.0; 84.0; Portugal; 28.0; 2301.0; Midfielder; 7.164285; 30.0; 12.0; 4.0; 1096.0; 32.0; 10.0; 1.0; 376.0; 228.0; 130.0; 42.0; 19.0; 11.0; 52.0; 44.0; 12.0; 0.0; false
2823; Saša; Lukić; 36; 2023; 28.0; 183.0; 76.0; Serbia; 21.0; 931.0; Midfielder; 6.689473; 7.0; 3.0; 1.0; 406.0; 17.0; 8.0; 0.0; 106.0; 48.0; 28.0; 13.0; 6.0; 4.0; 8.0; 22.0; 3.0; 0.0; false
19025; Thomas; Cairney; 36; 2023; 33.0; 185.0; 84.0; Scotland; 29.0; 1377.0; Midfielder; 7.05862; 12.0; 6.0; 1.0; 1163.0; 36.0; 22.0; 4.0; 137.0; 84.0; 23.0; 13.0; 30.0; 25.0; 23.0; 14.0; 2.0; 0.0; false
899; Andreas Hugo; Hoelgebaum Pereira; 36; 2023; 28.0; 178.0; 71.0; Brazil; 33.0; 2314.0; Midfielder; 7.142424; 37.0; 16.0; 3.0; 947.0; 22.0; 81.0; 7.0; 204.0; 72.0; 20.0; 4.0; 36.0; 17.0; 22.0; 20.0; 6.0; 0.0; false
19480; Harrison James; Reed; 36; 2023; 29.0; 181.0; 72.0; England; 25.0; 1163.0; Midfielder; 6.747826; 5.0; 1.0; 0.0; 644.0; 23.0; 13.0; 1.0; 119.0; 51.0; 27.0; 11.0; 10.0; 5.0; 10.0; 22.0; 5.0; 0.0; false
19221; Harry; Wilson; 36; 2023; 27.0; 173.0; 63.0; Wales; 30.0; 1483.0; Midfielder; 6.996666; 25.0; 11.0; 3.0; 523.0; 13.0; 20.0; 4.0; 139.0; 73.0; 21.0; 10.0; 28.0; 13.0; 36.0; 20.0; 6.0; 0.0; false
19549; Antonee; Robinson; 36; 2023; 27.0; 183.0; 70.0; USA; 32.0; 2831.0; Defender; 7.075; 9.0; 7.0; 0.0; 1414.0; 33.0; 33.0; 6.0; 312.0; 174.0; 81.0; 73.0; 63.0; 33.0; 20.0; 31.0; 4.0; 0.0; false
2825; Aleksandar; Mitrović; 36; 2023; 30.0; 189.0; 89.0; Serbia; 1.0; 32.0; Attacker; 7.3; 1.0; 1.0; 0.0; 8.0; 4.0; 0.0; 0.0; 6.0; 5.0; 0.0; 0.0; 3.0; 3.0; 0.0; 0.0; 0.0; 0.0; false
104; Carlos Vinícius; Alves Morais; 36; 2023; 29.0; 190.0; 86.0; Brazil; 13.0; 306.0; Attacker; 6.623076; 9.0; 5.0; 2.0; 61.0; 3.0; 5.0; 0.0; 43.0; 11.0; 3.0; 0.0; 8.0; 2.0; 2.0; 4.0; 2.0; 0.0; false
792; Justin Dean; Kluivert; 35; 2023; 25.0; 171.0; 67.0; Netherlands; 26.0; 1480.0; Attacker; 6.688461; 24.0; 15.0; 6.0; 301.0; 8.0; 19.0; 1.0; 206.0; 70.0; 23.0; 6.0; 53.0; 20.0; 18.0; 42.0; 4.0; 0.0; false
37161; Luis Fernando; Sinisterra Lucumí; 35; 2023; 25.0; 172.0; 60.0; Colombia; 20.0; 692.0; Attacker; 7.04; 19.0; 9.0; 2.0; 281.0; 11.0; 20.0; 2.0; 140.0; 74.0; 23.0; 8.0; 47.0; 29.0; 6.0; 11.0; 0.0; 0.0; false
284797; Dango Aboubacar Faissal; Ouattara; 35; 2023; 22.0; 177.0; 71.0; Burkina Faso; 24.0; 843.0; Attacker; 6.882608; 13.0; 3.0; 1.0; 348.0; 10.0; 14.0; 1.0; 151.0; 87.0; 32.0; 12.0; 27.0; 17.0; 13.0; 9.0; 2.0; 0.0; false
19281; Antoine Serlom; Semenyo; 35; 2023; 24.0; 185.0; 79.0; Ghana; 27.0; 1634.0; Attacker; 6.888888; 39.0; 26.0; 7.0; 456.0; 12.0; 24.0; 2.0; 299.0; 108.0; 19.0; 5.0; 79.0; 36.0; 20.0; 34.0; 5.0; 0.0; false
304853; Alex Jay; Scott; 35; 2023; 21.0; 178.0; 0.0; England; 17.0; 738.0; Midfielder; 6.67647; 6.0; 3.0; 1.0; 319.0; 15.0; 13.0; 1.0; 120.0; 57.0; 18.0; 11.0; 26.0; 9.0; 19.0; 12.0; 2.0; 0.0; false
19245; Marcus Joseph; Tavernier; 35; 2023; 25.0; 178.0; 70.0; England; 28.0; 2050.0; Midfielder; 7.067857; 36.0; 15.0; 3.0; 722.0; 20.0; 41.0; 4.0; 294.0; 128.0; 50.0; 5.0; 98.0; 43.0; 22.0; 20.0; 3.0; 0.0; false
2734; Philip; Anyanwu Billing; 35; 2023; 28.0; 193.0; 83.0; Denmark; 26.0; 1339.0; Midfielder; 6.85; 21.0; 8.0; 2.0; 478.0; 14.0; 22.0; 2.0; 184.0; 92.0; 32.0; 19.0; 30.0; 12.0; 12.0; 18.0; 3.0; 1.0; false
1150; Tyler Shaan; Adams; 35; 2023; 25.0; 173.0; 72.0; USA; 2.0; 109.0; Midfielder; 6.95; 0.0; 0.0; 0.0; 60.0; 24.0; 1.0; 0.0; 14.0; 10.0; 4.0; 4.0; 1.0; 1.0; 3.0; 0.0; 0.0; 0.0; false
18872; Lewis John; Cook; 35; 2023; 27.0; 175.0; 71.0; England; 27.0; 2251.0; Midfielder; 6.981481; 7.0; 3.0; 0.0; 1087.0; 32.0; 40.0; 3.0; 224.0; 114.0; 50.0; 51.0; 31.0; 18.0; 13.0; 32.0; 5.0; 1.0; false
1125; Ryan; Christie; 35; 2023; 29.0; 178.0; 79.0; Scotland; 31.0; 2473.0; Midfielder; 7.048387; 26.0; 13.0; 0.0; 1047.0; 26.0; 39.0; 4.0; 360.0; 173.0; 74.0; 42.0; 78.0; 44.0; 35.0; 40.0; 5.0; 0.0; false
19070; Maximillian James; Aarons; 35; 2023; 24.0; 178.0; 69.0; England; 16.0; 1106.0; Defender; 6.573333; 1.0; 0.0; 0.0; 398.0; 18.0; 7.0; 1.0; 121.0; 71.0; 28.0; 6.0; 23.0; 12.0; 26.0; 11.0; 1.0; 0.0; false
161671; Illia; Zabarnyi; 35; 2023; 22.0; 189.0; 80.0; Ukraine; 32.0; 2880.0; Defender; 6.725; 6.0; 3.0; 1.0; 1578.0; 39.0; 6.0; 0.0; 253.0; 151.0; 51.0; 30.0; 10.0; 8.0; 21.0; 22.0; 4.0; 0.0; false
6610; Marcos Nicolás; Senesi Barón; 35; 2023; 27.0; 185.0; 80.0; Argentina; 25.0; 1753.0; Defender; 6.9; 7.0; 3.0; 3.0; 1028.0; 32.0; 15.0; 4.0; 190.0; 87.0; 42.0; 26.0; 13.0; 8.0; 7.0; 35.0; 9.0; 0.0; false
19263; Lloyd Casius; Kelly; 35; 2023; 26.0; 178.0; 70.0; England; 18.0; 1273.0; Defender; 6.672222; 3.0; 1.0; 0.0; 657.0; 27.0; 8.0; 1.0; 106.0; 61.0; 24.0; 8.0; 2.0; 2.0; 13.0; 14.0; 2.0; 0.0; false
18866; Christopher James; Mepham; 35; 2023; 27.0; 193.0; 88.0; Wales; 10.0; 614.0; Defender; 6.78; 1.0; 1.0; 0.0; 354.0; 29.0; 3.0; 1.0; 85.0; 43.0; 12.0; 7.0; 0.0; 0.0; 2.0; 15.0; 2.0; 0.0; false
18869; Adam James; Smith; 35; 2023; 33.0; 180.0; 78.0; England; 23.0; 1762.0; Defender; 6.67826; 0.0; 0.0; 0.0; 653.0; 22.0; 14.0; 2.0; 131.0; 66.0; 29.0; 18.0; 9.0; 4.0; 20.0; 23.0; 4.0; 0.0; false
206254; Miloš; Kerkez; 35; 2023; 21.0; 180.0; 71.0; Hungary; 25.0; 1715.0; Defender; 6.744; 9.0; 4.0; 0.0; 567.0; 17.0; 8.0; 1.0; 168.0; 90.0; 44.0; 19.0; 19.0; 10.0; 19.0; 21.0; 3.0; 0.0; false
30765; Ionuț Andrei; Radu; 35; 2023; 27.0; 188.0; 70.0; Romania; 2.0; 180.0; Goalkeeper; 6.1; 0.0; 0.0; 0.0; 58.0; 23.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
912; Norberto; Murara Neto; 35; 2023; 35.0; 190.0; 84.0; Brazil; 30.0; 2700.0; Goalkeeper; 7.136666; 0.0; 0.0; 0.0; 860.0; 16.0; 0.0; 0.0; 13.0; 12.0; 0.0; 1.0; 2.0; 2.0; 0.0; 1.0; 5.0; 0.0; false
18870; David Robert; Brooks; 35; 2023; 27.0; 173.0; 62.0; Wales; 13.0; 272.0; Midfielder; 6.738461; 12.0; 5.0; 1.0; 112.0; 6.0; 8.0; 1.0; 32.0; 11.0; 5.0; 2.0; 10.0; 4.0; 1.0; 6.0; 1.0; 0.0; false
19482; Joseph Matthew; Rothwell; 35; 2023; 29.0; 185.0; 77.0; England; 11.0; 380.0; Midfielder; 6.44; 1.0; 0.0; 0.0; 202.0; 16.0; 4.0; 0.0; 34.0; 16.0; 7.0; 3.0; 11.0; 7.0; 2.0; 4.0; 0.0; 0.0; false
196855; Jaidon Kya Denley; Anthony; 35; 2023; 25.0; 183.0; 0.0; England; 3.0; 153.0; Attacker; 6.333333; 2.0; 1.0; 0.0; 43.0; 10.0; 0.0; 0.0; 26.0; 8.0; 3.0; 1.0; 5.0; 2.0; 2.0; 4.0; 1.0; 0.0; false
19804; Kieffer Roberto Francisco; Moore; 35; 2023; 32.0; 196.0; 89.0; Wales; 8.0; 100.0; Attacker; 6.675; 5.0; 2.0; 1.0; 40.0; 3.0; 2.0; 0.0; 22.0; 9.0; 0.0; 0.0; 2.0; 1.0; 2.0; 5.0; 0.0; 0.0; false
18883; Dominic Ayodele; Solanke-Mitchell; 35; 2023; 27.0; 187.0; 80.0; England; 32.0; 2855.0; Attacker; 7.05; 69.0; 33.0; 17.0; 460.0; 10.0; 36.0; 3.0; 472.0; 176.0; 23.0; 6.0; 86.0; 34.0; 35.0; 37.0; 3.0; 0.0; false
20093; James Clayton; Hill; 35; 2023; 22.0; 184.0; 73.0; England; 1.0; 15.0; Defender; 6.85; 0.0; 0.0; 0.0; 33.0; 11.0; 0.0; 0.0; 10.0; 6.0; 3.0; 2.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
328104; Ben; Parkinson; 34; 2023; 19.0; 0.0; 0.0; England; 1.0; 24.0; Attacker; 6.2; 0.0; 0.0; 0.0; 3.0; 1.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
138787; Anthony Michael; Gordon; 34; 2023; 23.0; 183.0; 72.0; England; 30.0; 2469.0; Attacker; 7.343333; 50.0; 28.0; 10.0; 737.0; 20.0; 41.0; 8.0; 312.0; 147.0; 43.0; 7.0; 88.0; 41.0; 57.0; 32.0; 9.0; 0.0; false
2939; Callum Eddie Graham; Wilson; 34; 2023; 32.0; 180.0; 66.0; England; 16.0; 856.0; Attacker; 6.86875; 27.0; 18.0; 7.0; 136.0; 6.0; 7.0; 1.0; 119.0; 40.0; 4.0; 1.0; 26.0; 13.0; 15.0; 14.0; 2.0; 0.0; false
2864; Alexander; Isak; 34; 2023; 25.0; 192.0; 77.0; Sweden; 24.0; 1771.0; Attacker; 7.154166; 49.0; 33.0; 17.0; 361.0; 11.0; 19.0; 1.0; 140.0; 53.0; 4.0; 5.0; 52.0; 31.0; 12.0; 12.0; 1.0; 0.0; false
723; Joelinton Cássio; Apolinário de Lira; 34; 2023; 28.0; 186.0; 81.0; Brazil; 16.0; 1137.0; Attacker; 6.986666; 11.0; 7.0; 2.0; 515.0; 26.0; 18.0; 1.0; 190.0; 80.0; 30.0; 17.0; 27.0; 16.0; 21.0; 26.0; 5.0; 0.0; false
328105; Lewis; Miley; 34; 2023; 18.0; 185.0; 0.0; England; 17.0; 1208.0; Midfielder; 6.823529; 6.0; 3.0; 1.0; 524.0; 25.0; 12.0; 3.0; 110.0; 58.0; 33.0; 8.0; 16.0; 8.0; 6.0; 5.0; 1.0; 0.0; false
138906; Joe Peter; White; 34; 2023; 22.0; 186.0; 0.0; England; 3.0; 9.0; Midfielder; 6.45; 0.0; 0.0; 0.0; 10.0; 4.0; 0.0; 0.0; 5.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 2.0; 1.0; 0.0; false
10135; Bruno; Guimarães Rodriguez Moura; 34; 2023; 27.0; 182.0; 74.0; Brazil; 31.0; 2729.0; Midfielder; 7.425806; 23.0; 11.0; 4.0; 1836.0; 50.0; 50.0; 6.0; 412.0; 234.0; 72.0; 29.0; 93.0; 60.0; 89.0; 41.0; 9.0; 0.0; false
138908; Elliot; Anderson; 34; 2023; 22.0; 179.0; 0.0; Scotland; 15.0; 672.0; Midfielder; 6.86923; 10.0; 4.0; 0.0; 268.0; 15.0; 10.0; 1.0; 112.0; 55.0; 16.0; 6.0; 24.0; 13.0; 12.0; 12.0; 0.0; 0.0; false
1463; Joseph George; Willock; 34; 2023; 25.0; 179.0; 71.0; England; 9.0; 419.0; Midfielder; 6.633333; 6.0; 4.0; 1.0; 153.0; 14.0; 7.0; 0.0; 52.0; 24.0; 13.0; 1.0; 18.0; 7.0; 3.0; 3.0; 0.0; 0.0; false
18901; Sean David; Longstaff; 34; 2023; 27.0; 180.0; 65.0; England; 29.0; 2256.0; Midfielder; 6.882758; 21.0; 11.0; 4.0; 991.0; 27.0; 17.0; 2.0; 210.0; 96.0; 44.0; 14.0; 16.0; 7.0; 32.0; 20.0; 6.0; 0.0; false
2507; Miguel Ángel; Almirón Rejala; 34; 2023; 30.0; 174.0; 70.0; Paraguay; 29.0; 1862.0; Midfielder; 6.972413; 31.0; 11.0; 3.0; 732.0; 21.0; 23.0; 1.0; 169.0; 84.0; 35.0; 10.0; 42.0; 21.0; 22.0; 15.0; 1.0; 0.0; false
18778; Harvey Lewis; Barnes; 34; 2023; 27.0; 174.0; 66.0; England; 15.0; 581.0; Midfielder; 6.98; 14.0; 9.0; 4.0; 184.0; 9.0; 10.0; 2.0; 60.0; 30.0; 4.0; 2.0; 16.0; 6.0; 16.0; 3.0; 1.0; 0.0; false
18903; Matthew Thomas; Ritchie; 34; 2023; 35.0; 172.0; 76.0; Scotland; 10.0; 102.0; Midfielder; 6.714285; 5.0; 3.0; 1.0; 63.0; 6.0; 0.0; 0.0; 12.0; 4.0; 3.0; 1.0; 1.0; 0.0; 1.0; 2.0; 1.0; 0.0; false
31146; Sandro; Tonali; 34; 2023; 24.0; 181.0; 79.0; Italy; 8.0; 439.0; Midfielder; 6.825; 2.0; 2.0; 1.0; 266.0; 29.0; 8.0; 0.0; 36.0; 17.0; 7.0; 2.0; 5.0; 3.0; 6.0; 9.0; 2.0; 0.0; false
318056; Alex; Murphy; 34; 2023; 20.0; 0.0; 0.0; Republic of Ireland; 1.0; 3.0; Defender; 6.2; 0.0; 0.0; 0.0; 4.0; 4.0; 0.0; 0.0; 2.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
19163; Jacob Kai; Murphy; 34; 2023; 29.0; 179.0; 74.0; England; 15.0; 795.0; Midfielder; 7.128571; 14.0; 6.0; 2.0; 254.0; 13.0; 17.0; 3.0; 80.0; 38.0; 14.0; 3.0; 20.0; 11.0; 11.0; 6.0; 1.0; 0.0; false
158694; Valentino Francisco; Livramento; 34; 2023; 22.0; 182.0; 0.0; England; 23.0; 1032.0; Defender; 6.736363; 1.0; 1.0; 1.0; 478.0; 19.0; 7.0; 0.0; 104.0; 68.0; 18.0; 19.0; 22.0; 15.0; 24.0; 3.0; 1.0; 0.0; false
284492; Lewis Kieran; Hall; 34; 2023; 20.0; 179.0; 73.0; England; 12.0; 310.0; Defender; 6.6; 1.0; 1.0; 0.0; 187.0; 12.0; 1.0; 0.0; 55.0; 28.0; 18.0; 5.0; 8.0; 3.0; 0.0; 1.0; 1.0; 0.0; false
18961; Daniel Johnson; Burn; 34; 2023; 32.0; 198.0; 87.0; England; 27.0; 2193.0; Defender; 6.97037; 14.0; 5.0; 2.0; 1196.0; 35.0; 8.0; 2.0; 255.0; 152.0; 52.0; 30.0; 6.0; 4.0; 10.0; 25.0; 3.0; 0.0; false
18941; Matthew Robert; Targett; 34; 2023; 29.0; 183.0; 70.0; England; 3.0; 77.0; Defender; 6.3; 0.0; 0.0; 0.0; 38.0; 16.0; 1.0; 0.0; 8.0; 4.0; 2.0; 0.0; 1.0; 0.0; 2.0; 0.0; 1.0; 0.0; false
2855; Emil Henry Kristoffer; Krafth; 34; 2023; 30.0; 184.0; 83.0; Sweden; 11.0; 411.0; Defender; 6.925; 2.0; 0.0; 0.0; 191.0; 17.0; 7.0; 0.0; 40.0; 19.0; 8.0; 4.0; 2.0; 2.0; 4.0; 5.0; 1.0; 0.0; false
18894; Jamaal; Lascelles; 34; 2023; 31.0; 188.0; 89.0; England; 16.0; 1081.0; Defender; 6.78125; 5.0; 1.0; 1.0; 769.0; 41.0; 2.0; 0.0; 115.0; 64.0; 14.0; 5.0; 2.0; 1.0; 2.0; 17.0; 4.0; 0.0; false
38734; Sven Adriaan; Botman; 34; 2023; 24.0; 193.0; 81.0; Netherlands; 17.0; 1378.0; Defender; 6.894117; 8.0; 2.0; 2.0; 1012.0; 53.0; 5.0; 2.0; 91.0; 56.0; 20.0; 9.0; 2.0; 0.0; 2.0; 9.0; 2.0; 0.0; false
18892; Paul; Dummett; 34; 2023; 33.0; 183.0; 82.0; Wales; 4.0; 15.0; Defender; 5.95; 1.0; 0.0; 0.0; 21.0; 9.0; 0.0; 0.0; 3.0; 2.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
2806; Fabian Lukas; Schär; 34; 2023; 33.0; 186.0; 84.0; Switzerland; 32.0; 2804.0; Defender; 7.05625; 21.0; 9.0; 4.0; 1937.0; 50.0; 10.0; 1.0; 275.0; 138.0; 38.0; 34.0; 20.0; 12.0; 25.0; 34.0; 4.0; 0.0; false
169; Kieran John; Trippier; 34; 2023; 34.0; 178.0; 71.0; England; 25.0; 2167.0; Defender; 7.384; 6.0; 2.0; 1.0; 1659.0; 53.0; 63.0; 10.0; 221.0; 124.0; 57.0; 23.0; 22.0; 16.0; 21.0; 27.0; 5.0; 0.0; false
18911; Nicholas David; Pope; 34; 2023; 32.0; 191.0; 76.0; England; 14.0; 1256.0; Goalkeeper; 7.014285; 1.0; 0.0; 0.0; 283.0; 14.0; 0.0; 0.0; 7.0; 5.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
1972; Loris Sven; Karius; 34; 2023; 31.0; 189.0; 87.0; Germany; 1.0; 90.0; Goalkeeper; 6.3; 0.0; 0.0; 0.0; 31.0; 16.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
18886; Martin; Dúbravka; 34; 2023; 35.0; 190.0; 83.0; Slovakia; 18.0; 1534.0; Goalkeeper; 7.216666; 0.0; 0.0; 0.0; 392.0; 16.0; 1.0; 0.0; 13.0; 8.0; 0.0; 0.0; 0.0; 0.0; 4.0; 2.0; 1.0; 0.0; false
9971; Antony Matheus; dos Santos; 33; 2023; 24.0; 174.0; 63.0; Brazil; 25.0; 1097.0; Attacker; 6.825; 16.0; 8.0; 0.0; 455.0; 15.0; 18.0; 1.0; 175.0; 83.0; 35.0; 8.0; 51.0; 23.0; 24.0; 15.0; 4.0; 0.0; false
284324; Alejandro; Garnacho Ferreyra; 33; 2023; 20.0; 180.0; 80.0; Argentina; 30.0; 2045.0; Attacker; 7.086666; 45.0; 20.0; 7.0; 647.0; 17.0; 38.0; 3.0; 267.0; 108.0; 20.0; 16.0; 90.0; 36.0; 46.0; 20.0; 4.0; 0.0; false
157997; Amad; Diallo Traoré; 33; 2023; 22.0; 173.0; 72.0; Côte d'Ivoire; 3.0; 90.0; Attacker; 6.8; 2.0; 1.0; 0.0; 52.0; 15.0; 1.0; 0.0; 14.0; 7.0; 3.0; 0.0; 4.0; 2.0; 2.0; 2.0; 0.0; 0.0; false
288006; Rasmus; Winther Højlund; 33; 2023; 21.0; 191.0; 79.0; Denmark; 24.0; 1810.0; Attacker; 6.816666; 26.0; 17.0; 7.0; 333.0; 10.0; 24.0; 2.0; 190.0; 71.0; 10.0; 1.0; 31.0; 14.0; 26.0; 16.0; 2.0; 0.0; false
